remittance_id,loan_id,remittance_date,remittance_amount,servicer_name,wire_reference,trust_account_id,remittance_status
REM-001647,LN-000794,2025-09-07,30766.98,Gillespie Ltd,WIRE-F97DA7F2BDD2,TRU-001,Matched
REM-001648,LN-002148,2026-03-01,18211.01,Everett-Peters,WIRE-30C59551B913,TRU-004,Matched
REM-001649,LN-000478,2025-11-06,25621.24,Adams-Hernandez,WIRE-1FFF02C874AF,TRU-004,In-Review
REM-001650,LN-001623,2025-04-30,28333.69,"Robertson, Palmer and Mercado",WIRE-CE4A568D9CEB,TRU-005,Matched
REM-001651,LN-000940,2025-06-04,29037.57,Ferguson Group,WIRE-299E3F3E772E,TRU-001,Matched
REM-001652,LN-000526,2025-06-23,23700.31,"Clements, Williamson and Singh",WIRE-BB06369FE305,TRU-001,In-Review
REM-001653,LN-002382,2025-11-09,42949.34,Hernandez-Allen,WIRE-23C521C1EFE4,TRU-007,Unmatched
REM-001654,LN-000002,2025-05-16,47560.36,Solomon-Dawson,WIRE-46B31651E559,TRU-009,Matched
REM-001655,LN-000375,2025-07-29,4023.84,"Burke, Fleming and Baker",WIRE-5A5228F1A9D0,TRU-001,Unmatched
REM-001656,LN-002341,2025-05-28,37683.31,Castro and Sons,WIRE-554854CF0308,TRU-002,Matched
REM-001657,LN-000553,2026-01-29,27819.39,Cortez LLC,WIRE-5D64ABB21A65,TRU-006,Matched
REM-001658,LN-002366,2025-06-06,2665.08,Dickson-Lopez,WIRE-547EB191612F,TRU-006,Matched
REM-001659,LN-001526,2026-01-20,13210.44,Estrada-Diaz,WIRE-25030DAEFAF3,TRU-002,Matched
REM-001660,LN-001852,2026-01-08,40889.37,Walker LLC,WIRE-E213F633DEB2,TRU-009,Matched
REM-001661,LN-000381,2025-08-07,6349.16,Avery Inc,WIRE-259EFA2E59FF,TRU-004,Matched
REM-001662,LN-001647,2025-10-21,5105.69,"Allen, Miller and Davenport",WIRE-3393CC89991A,TRU-007,Matched
REM-001663,LN-000014,2025-04-04,11010.79,"Rice, Sullivan and Brooks",WIRE-1ECEBE63D420,TRU-006,Matched
REM-001664,LN-000504,2025-04-07,40782.85,"Adams, Boyer and Osborne",WIRE-40FD28A0A2BC,TRU-003,Matched
REM-001665,LN-002279,2025-08-09,31888.15,Hendricks-Elliott,WIRE-ABB8D41D09CE,TRU-008,Matched
REM-001666,LN-002009,2026-01-28,3735.62,Porter-Flynn,WIRE-FADF8574C260,TRU-007,Matched
REM-001667,LN-000130,2025-05-24,25781.99,Matthews-Jacobson,WIRE-36F350D90F82,TRU-009,Matched
REM-001668,LN-000838,2025-08-05,18438.5,Griffith-Bender,WIRE-315ADB1A3CF7,TRU-003,In-Review
REM-001669,LN-002041,2025-12-25,42605.49,"Rogers, Gonzalez and Rasmussen",WIRE-1D4422A0E827,TRU-001,Matched
REM-001670,LN-000028,2025-07-07,25954.6,Wood-Kennedy,WIRE-077BBAA8E6DF,TRU-002,Matched
REM-001671,LN-002114,2025-04-27,51209.93,Long-Velazquez,WIRE-208DBBEF4B07,TRU-001,Unmatched
REM-001672,LN-001253,2025-11-29,6306.76,"Frank, Reyes and Roman",WIRE-80AE5584912C,TRU-005,Matched
REM-001673,LN-000261,2025-10-15,18847.49,Clark-Ramirez,WIRE-ED469228228B,TRU-010,Unmatched
REM-001674,LN-002047,2025-10-03,4483.8,Thompson LLC,WIRE-CB59CBCBB380,TRU-002,Matched
REM-001675,LN-001473,2025-08-01,43986.52,Johnson-Wolfe,WIRE-23A438A0F994,TRU-003,Matched
REM-001676,LN-001448,2025-07-01,41986.71,Armstrong PLC,WIRE-6F4F12E809E6,TRU-008,Matched
REM-001677,LN-000460,2025-06-09,6381.49,Romero-Briggs,WIRE-AB5197B3098B,TRU-010,Matched
REM-001678,LN-000301,2025-09-30,3058.25,Hodges PLC,WIRE-1DF8CF9C19AC,TRU-005,Matched
REM-001679,LN-002335,2025-10-14,6167.14,Morris LLC,WIRE-C899708EDA7A,TRU-004,Unmatched
REM-001680,LN-000630,2026-01-24,12995.63,"James, Turner and Griffin",WIRE-20E105722A69,TRU-005,Unmatched
REM-001681,LN-000270,2025-09-07,15032.8,Castaneda and Sons,WIRE-9C5BBEEE12A5,TRU-010,Matched
REM-001683,LN-001629,2025-09-06,5285.48,Allen Ltd,WIRE-A6C582B3A527,TRU-007,Matched
REM-001684,LN-001802,2026-01-02,37006.66,"Archer, Baker and Cruz",WIRE-02D5C29CC4F2,TRU-009,Matched
REM-001685,LN-000862,2025-10-11,22937.8,Williams-Contreras,WIRE-568F7E00473F,TRU-001,Matched
REM-001686,LN-001281,2025-09-27,32663.93,Curtis-Silva,WIRE-A8E3469FB516,TRU-004,Unmatched
REM-001687,LN-002181,2025-07-21,15612.88,Sparks and Sons,WIRE-CD2D17F2FC3A,TRU-009,Matched
REM-001688,LN-001800,2025-04-06,1099.37,Velasquez-Turner,WIRE-3441AF64160D,TRU-005,Matched
REM-001689,LN-001707,2026-02-10,32220.9,Mercado-Lewis,WIRE-5CC9CFDB9513,TRU-008,Unmatched
REM-001690,LN-002361,2025-08-11,1079.48,Chavez Group,WIRE-9A654C0CB9FD,TRU-001,Matched
REM-001691,LN-000576,2025-04-28,47501.27,Barrett Group,WIRE-6A1BD724AD25,TRU-004,Matched
REM-001692,LN-002004,2025-05-21,9459.13,Garcia Ltd,WIRE-6592BE4CD5E6,TRU-009,Matched
REM-001693,LN-001308,2025-06-20,40185.54,Johnson Ltd,WIRE-988F3C394A03,TRU-001,Matched
REM-001694,LN-001957,2025-06-02,32306.98,"Simon, Simpson and Schmidt",WIRE-FD6A080D0C43,TRU-001,Matched
REM-001695,LN-002021,2025-05-31,48188.02,Gillespie-Thomas,WIRE-5A00A96126BA,TRU-004,In-Review
REM-001696,LN-002213,2025-12-22,1391.32,Miller Ltd,WIRE-3C55849BAD6D,TRU-003,Matched
REM-001697,LN-002353,2025-11-08,30822.39,"Griffin, Hendricks and Hawkins",WIRE-C4723548933E,TRU-007,Matched
REM-001698,LN-001656,2025-09-09,0.0,Moore-Cox,WIRE-504A7A624822,TRU-003,Matched
REM-001699,LN-001580,2025-12-04,27561.52,"Ramirez, Kemp and Hamilton",WIRE-AF5600EC246D,TRU-001,Matched
REM-001700,LN-001848,2026-01-22,10274.79,"Salinas, Green and Richard",WIRE-2FA0AAB5F9E5,TRU-010,Matched
REM-001701,LN-002204,2025-06-11,2580.22,"Zamora, Jimenez and Rodriguez",WIRE-B57DF7B54E76,TRU-002,In-Review
REM-001702,LN-001391,2025-11-25,12184.5,Day and Sons,WIRE-703E219E89CB,TRU-010,Matched
REM-001703,LN-001743,2026-02-13,38580.59,"Peck, Rhodes and Holt",WIRE-2C45982382E4,TRU-004,Matched
REM-001705,LN-000620,2025-05-20,37538.85,Walker Group,WIRE-792EBCB00EA9,TRU-001,Matched
REM-001706,LN-001275,2025-10-22,24285.09,Chavez-Ray,WIRE-B218B739E3AB,TRU-008,Unmatched
REM-001707,LN-000957,2026-01-10,26186.43,Fleming-Russell,WIRE-C325BD39062B,TRU-007,Unmatched
REM-001708,LN-001940,2025-05-28,4314.38,Mcdonald Inc,WIRE-EB6E23CACF7A,TRU-008,Matched
REM-001709,LN-002382,2025-11-04,42949.34,Bartlett-Brewer,WIRE-7CC21DE0F959,TRU-004,In-Review
REM-001710,LN-000969,2026-02-21,28537.03,Buckley Ltd,WIRE-C61CB0555740,TRU-006,Matched
REM-001711,LN-001317,2026-01-30,26556.93,"Howard, Hernandez and Gonzales",WIRE-31FF301B651A,TRU-003,Matched
REM-001712,LN-001044,2025-06-17,31481.62,"Brown, Pennington and Richardson",WIRE-1B9B0986E1BF,TRU-008,Matched
REM-001713,LN-000282,2025-07-20,17230.76,"Stone, Riggs and Johnson",WIRE-66F208D1EF00,TRU-004,Matched
REM-001714,LN-002167,2026-02-25,28785.74,Webb Ltd,WIRE-02763FF5C7A3,TRU-003,In-Review
REM-001715,LN-001059,2025-09-06,27737.06,Blair Inc,WIRE-D08413D8F803,TRU-004,Matched
REM-001716,LN-000198,2025-05-19,44906.96,Lopez-Ford,WIRE-11FDB890DF09,TRU-006,Matched
REM-001717,LN-001083,2025-12-20,21170.25,Wilson Inc,WIRE-2D35A1E294F7,TRU-007,Unmatched
REM-001718,LN-001185,2025-05-08,5574.23,"Turner, Ponce and Schwartz",WIRE-387A5870C328,TRU-007,Matched
REM-001719,LN-001009,2025-06-10,12858.57,Hammond and Sons,WIRE-D0D2A002BB37,TRU-004,Unmatched
REM-001720,LN-001230,2025-03-29,20762.03,Rice-Burton,WIRE-44E5F3A7EDE5,TRU-008,Matched
REM-001721,LN-001036,2026-02-27,30410.68,Snyder and Sons,WIRE-42BA9AA4222B,TRU-007,Matched
REM-001722,LN-000490,2025-08-06,44568.06,Gonzalez and Sons,WIRE-7A74D8B631D9,TRU-002,In-Review
REM-001723,LN-000276,2025-11-02,25325.06,Dean-Bell,WIRE-181ECAF72BEA,TRU-008,Matched
REM-001724,LN-002290,2025-12-18,10206.84,Holmes Group,WIRE-7D10BA54535C,TRU-009,Unmatched
REM-001725,LN-001240,2025-12-12,9683.51,Knox Inc,WIRE-BFF709897450,TRU-005,Matched
REM-001726,LN-001275,2025-10-19,24285.09,"Newman, Johnston and Welch",WIRE-55B299AF1743,TRU-004,Unmatched
REM-001727,LN-000126,2026-01-12,21641.84,Bowers-Cooper,WIRE-32D4332F09F4,TRU-004,Matched
REM-001728,LN-000217,2025-12-09,16607.29,"Brooks, Gilbert and Wilcox",WIRE-760A8BFD3557,TRU-004,Matched
REM-001729,LN-001209,2026-02-03,14044.52,"Vega, Browning and Hernandez",WIRE-CEC89B24554B,TRU-006,Unmatched
REM-001730,LN-001247,2025-04-24,6996.62,Bowman Group,WIRE-98FFD267149C,TRU-004,Matched
REM-001731,LN-002475,2026-02-02,26902.64,Lyons and Sons,WIRE-5378F0055DC2,TRU-007,Unmatched
REM-001732,LN-000919,2025-03-24,38298.49,"Morrison, Thompson and Mitchell",WIRE-53381D50F1AF,TRU-007,Unmatched
REM-001733,LN-001318,2026-02-13,36713.68,Vazquez-Clayton,WIRE-163F3548AE85,TRU-005,Unmatched
REM-001735,LN-002432,2025-06-29,41422.01,Perez Group,WIRE-8117932DED3E,TRU-010,Matched
REM-001736,LN-001662,2026-01-16,29334.2,Hunter Inc,WIRE-A0C0639843B0,TRU-008,Matched
REM-001737,LN-000308,2026-03-08,16486.35,Sanders-Solomon,WIRE-F367C52FB67B,TRU-007,Matched
REM-001738,LN-001360,2025-09-23,29821.34,"Cherry, Williams and Lopez",WIRE-51AB5DCF66F6,TRU-007,Matched
REM-001739,LN-001970,2025-10-02,1796.74,"Jimenez, Moyer and Duran",WIRE-0B6D2F12B17C,TRU-006,Matched
REM-001740,LN-000892,2025-11-22,42856.98,Gallegos and Sons,WIRE-F36448BF9964,TRU-007,Matched
REM-001741,LN-000375,2025-07-29,4023.84,Johnson-Smith,WIRE-2C64C509C692,TRU-007,Matched
REM-001742,LN-002034,2025-12-11,48614.26,Moore Inc,WIRE-7C094D63853C,TRU-010,Matched
REM-001743,LN-001365,2025-09-26,39189.19,Newman-Farley,WIRE-F0B54306D510,TRU-002,Matched
REM-001744,LN-000129,2025-07-09,844.13,"Walker, Estes and Byrd",WIRE-E7C194DBAB41,TRU-010,Unmatched
REM-001745,LN-001015,2025-05-22,35425.97,"Hayden, Mccarthy and Stuart",WIRE-EEEE7E21784F,TRU-002,Matched
REM-001746,LN-001800,2025-04-09,1099.37,Wade-Wilkinson,WIRE-37D6F8071516,TRU-010,Matched
REM-001747,LN-001382,2026-03-08,19858.54,Leblanc-Gill,WIRE-610C547DC733,TRU-007,Unmatched
REM-001748,LN-000517,2025-07-25,19134.94,"Villarreal, Chan and Mendoza",WIRE-DF28C42E5630,TRU-010,Matched
REM-001749,LN-001519,2025-08-28,12552.37,Ramos-Baker,WIRE-EA1334FEF840,TRU-007,In-Review
REM-001750,LN-000086,2026-01-20,16596.57,Clark and Sons,WIRE-969D8014926A,TRU-007,Matched
REM-001751,LN-001199,2026-01-31,37607.77,"Haas, Thomas and Martin",WIRE-FFDC13898667,TRU-005,Matched
REM-001752,LN-002359,2025-05-04,26931.39,"Romero, Walters and Webster",WIRE-7D115D9D2CC8,TRU-001,Matched
REM-001753,LN-001143,2025-12-03,34061.8,King-Moore,WIRE-BDE602D6B160,TRU-002,Unmatched
REM-001754,LN-002475,2026-02-01,26902.64,"Mooney, Hodge and Knight",WIRE-1394DC38487D,TRU-009,Matched
REM-001755,LN-001994,2025-07-05,7200.03,"Cabrera, Ewing and Welch",WIRE-8EF1402B3403,TRU-008,Unmatched
REM-001756,LN-002162,2025-10-01,31235.96,White LLC,WIRE-7922AB878B5A,TRU-008,Matched
REM-001757,LN-000303,2025-10-01,27261.44,Brown-White,WIRE-B5C0BBD33D90,TRU-010,Matched
REM-001758,LN-000588,2025-06-26,0.0,"Haney, Morgan and Watson",WIRE-470579650F60,TRU-001,Matched
REM-001759,LN-000987,2026-03-16,34575.92,Mccullough and Sons,WIRE-812875D19FF2,TRU-006,Matched
REM-001760,LN-001864,2025-04-30,27478.83,"Tyler, Mendoza and Lindsey",WIRE-7BEF5CCA8966,TRU-009,Matched
REM-001761,LN-000345,2025-04-27,20225.98,Wyatt Inc,WIRE-4668B9B71243,TRU-008,In-Review
REM-001762,LN-000814,2025-10-25,33938.14,"Brown, Sanders and Mcguire",WIRE-F9EFC5EB8CC9,TRU-003,Matched
REM-001763,LN-001988,2025-10-30,25074.83,Garcia-Young,WIRE-8A8D7150FAB2,TRU-004,Matched
REM-001764,LN-001311,2026-03-01,4465.68,Caldwell-Perez,WIRE-BE95DB8871A7,TRU-003,Matched
REM-001765,LN-002000,2025-05-13,14468.26,"Dodson, Barton and Delgado",WIRE-2A22D984E0C9,TRU-006,Unmatched
REM-001766,LN-001678,2025-08-11,20447.52,Hernandez-Beasley,WIRE-EC4ABD71E4E7,TRU-009,In-Review
REM-001767,LN-001328,2025-09-03,39590.08,Robinson Group,WIRE-C0C7569E95F0,TRU-008,Unmatched
REM-001768,LN-001093,2025-10-30,30582.97,Morales Inc,WIRE-859044FD5A0C,TRU-010,In-Review
REM-001769,LN-002409,2025-12-29,49407.78,"Mueller, Beck and Perez",WIRE-9B4605600E81,TRU-004,Unmatched
REM-001770,LN-001010,2025-08-20,20661.79,"Wells, Diaz and Brown",WIRE-B8FC60AE68E3,TRU-002,In-Review
REM-001771,LN-000704,2026-01-27,7153.53,"Hill, Alvarez and Ward",WIRE-B97FD40B191B,TRU-008,Unmatched
REM-001772,LN-000575,2026-02-15,43187.0,Carroll-Lloyd,WIRE-0BDCCF59AF89,TRU-008,Matched
REM-001773,LN-001609,2026-03-14,12068.75,"Keller, Richardson and Patterson",WIRE-D5BE0447EE79,TRU-006,Matched
REM-001774,LN-001113,2025-12-22,11578.97,"Adams, Jones and Miranda",WIRE-DE3F1208468E,TRU-008,Matched
REM-001775,LN-000688,2026-01-17,14358.97,"Peterson, Patterson and Smith",WIRE-C14D7AB82564,TRU-009,Matched
REM-001776,LN-000489,2025-04-23,47545.37,"Davis, Le and Vargas",WIRE-A0AA28107661,TRU-001,Matched
REM-001777,LN-001348,2026-03-01,18866.42,Garza Group,WIRE-BA058D75D444,TRU-009,Matched
REM-001778,LN-000494,2025-10-08,9812.0,"Crawford, Ballard and Brown",WIRE-2A4D434D50D9,TRU-002,In-Review
REM-001779,LN-001668,2025-07-06,54862.44,Shepherd Inc,WIRE-E3F90CF36421,TRU-001,Matched
REM-001780,LN-001638,2025-06-02,8044.59,Jackson-Bray,WIRE-E153D3231D5A,TRU-008,Unmatched
REM-001781,LN-000019,2025-12-02,21881.28,"Smith, Dean and Pearson",WIRE-002668E54703,TRU-008,Unmatched
REM-001782,LN-002445,2025-05-30,22301.85,Taylor Ltd,WIRE-49E89AB1540C,TRU-004,In-Review
REM-001783,LN-001001,2025-12-23,9664.08,Hernandez Inc,WIRE-4AA577523E7A,TRU-008,In-Review
REM-001784,LN-000851,2025-07-21,3820.29,Duncan Ltd,WIRE-02DF3AB2F144,TRU-007,Unmatched
REM-001785,LN-001389,2025-04-03,48506.14,Bullock-Oliver,WIRE-664B77A7AC69,TRU-002,Matched
REM-001786,LN-001355,2025-03-24,24590.11,Patel-Holland,WIRE-553469899D16,TRU-005,Matched
REM-001787,LN-001368,2025-05-14,45497.11,Johnson-Friedman,WIRE-CF960A19217A,TRU-010,Matched
REM-001788,LN-000822,2025-07-18,0.0,Lewis-Martin,WIRE-6966206062D6,TRU-004,Unmatched
REM-001789,LN-000455,2025-12-29,6004.28,Barry-Hall,WIRE-9F2783EFD362,TRU-003,Unmatched
REM-001790,LN-001625,2025-07-05,9177.5,"Galloway, Lopez and Kim",WIRE-C0A662ED1D60,TRU-001,Unmatched
REM-001791,LN-000711,2025-03-30,38131.28,Leonard-Johnson,WIRE-42B51B76266B,TRU-005,Matched
REM-001792,LN-002191,2025-07-29,13384.2,Dominguez-Maynard,WIRE-50DFCBD38547,TRU-010,Matched
REM-001793,LN-000917,2025-11-21,15076.06,"Howell, Wong and Fisher",WIRE-22A64F4E0F4E,TRU-008,Matched
REM-001794,LN-001497,2025-04-15,31164.77,Pittman and Sons,WIRE-BAE38F84635F,TRU-009,Matched
REM-001795,LN-001441,2025-09-02,48510.65,"Cohen, Mccullough and Wolfe",WIRE-A9AEDBCD1B59,TRU-007,Matched
REM-001796,LN-000305,2025-11-02,36441.52,Harris-Morrison,WIRE-1CC1192D7EA7,TRU-001,Matched
REM-001797,LN-000736,2025-07-09,43921.43,"Carrillo, Murphy and Lopez",WIRE-9CD1C90A7344,TRU-001,Unmatched
REM-001798,LN-002339,2025-09-07,8387.53,"Powers, Floyd and Walsh",WIRE-E0579B17EB4A,TRU-001,Matched
REM-001799,LN-001964,2025-10-18,0.0,Hall and Sons,WIRE-E44781B3B693,TRU-002,Matched
REM-001800,LN-002150,2025-04-01,41498.34,Moore PLC,WIRE-540F9039954E,TRU-001,In-Review
REM-001801,LN-002010,2025-11-07,24634.77,Bell Inc,WIRE-BE9D31B72B8D,TRU-004,Matched
REM-001802,LN-000962,2025-04-19,30356.03,Tucker-Gray,WIRE-1D4819D4093F,TRU-010,Matched
REM-001803,LN-001027,2026-01-15,43171.11,Hart-Bryant,WIRE-DE1CA9525044,TRU-009,Matched
REM-001804,LN-002133,2025-09-10,28207.91,Castillo-Dawson,WIRE-04038AAA54A8,TRU-004,Matched
REM-001805,LN-002376,2025-08-19,14131.37,Taylor PLC,WIRE-DEDE4CDA7F57,TRU-004,Matched
REM-001806,LN-001474,2025-04-10,20504.95,Foster-Parker,WIRE-B169A7E7CD4B,TRU-007,Matched
REM-001807,LN-001948,2026-03-15,7798.9,"Farmer, Crawford and Evans",WIRE-2EA1865E08A5,TRU-009,Matched
REM-001808,LN-001178,2025-06-05,5795.54,Watkins-Mclean,WIRE-65C196D0BE09,TRU-007,Matched
REM-001809,LN-000665,2025-10-18,6621.59,Barnes and Sons,WIRE-869606D0174C,TRU-001,Matched
REM-001810,LN-000012,2026-01-12,48510.54,Zamora-Simmons,WIRE-CD744BB9B630,TRU-001,Unmatched
REM-001811,LN-001157,2025-09-03,8350.95,Scott LLC,WIRE-CA8C522D7387,TRU-004,Matched
REM-001812,LN-000304,2025-07-30,32052.78,Johnson and Sons,WIRE-2FFC6CD4F7A0,TRU-004,In-Review
REM-001813,LN-001764,2026-02-10,24667.94,Edwards-Walker,WIRE-B61B16E72BC8,TRU-001,Matched
REM-001814,LN-000043,2025-09-29,2202.23,Johnson Ltd,WIRE-3C5779303E35,TRU-006,Matched
REM-001815,LN-000944,2025-07-22,41572.22,Proctor-Cunningham,WIRE-1DAACBF05AE4,TRU-010,Unmatched
REM-001816,LN-002391,2026-01-19,19040.37,"Lopez, Marshall and Miller",WIRE-088677BAC6AE,TRU-002,Matched
REM-001817,LN-001350,2025-10-04,2345.13,"Cunningham, Howard and Hudson",WIRE-E563241CF88B,TRU-005,Matched
REM-001818,LN-002412,2025-12-25,7457.37,Walker-Harris,WIRE-3BDB930DB93E,TRU-008,Matched
REM-001819,LN-000891,2025-07-05,36252.21,"Watson, Owens and Smith",WIRE-5AA7321306FB,TRU-003,Matched
REM-001820,LN-002475,2026-02-01,26902.64,Bailey-Martin,WIRE-DAE51A44503C,TRU-009,Unmatched
REM-001821,LN-001005,2025-07-29,40424.78,Ford Ltd,WIRE-F10ACF5BA99C,TRU-007,In-Review
REM-001822,LN-000021,2025-03-31,30786.72,Simmons and Sons,WIRE-7EFDC3E28413,TRU-009,Matched
REM-001823,LN-000407,2025-06-30,19765.48,Castaneda PLC,WIRE-EFF7728585E4,TRU-001,Matched
REM-001824,LN-001015,2025-05-20,35425.97,Hendricks-Oliver,WIRE-AD2EEBFC200C,TRU-005,Matched
REM-001825,LN-000336,2025-07-15,2516.08,"Pittman, Hines and Carr",WIRE-182A56B3EDDD,TRU-003,In-Review
REM-001826,LN-001839,2025-04-20,46440.14,Livingston-Gutierrez,WIRE-BBD5A29C5F45,TRU-004,Unmatched
REM-001827,LN-001148,2026-01-14,33093.37,Wright-Compton,WIRE-0E4A060076BE,TRU-004,In-Review
REM-001828,LN-002447,2025-12-06,13337.08,Baxter-Mcmahon,WIRE-E25100C1473B,TRU-007,Matched
REM-001829,LN-001828,2025-09-24,48440.19,Mcgee-Parker,WIRE-94FF25440EA3,TRU-010,Unmatched
REM-001830,LN-000715,2025-05-28,17768.98,Floyd-Conner,WIRE-3EE472B235AA,TRU-008,Matched
REM-001831,LN-000051,2025-12-15,48494.44,Salazar-Foster,WIRE-95058D4A3309,TRU-010,Matched
REM-001832,LN-000324,2025-11-14,14356.73,"Chapman, Mullins and Sanchez",WIRE-57B280CF457D,TRU-005,In-Review
REM-001833,LN-000789,2026-02-17,23369.29,"Duffy, Green and Lane",WIRE-F4C88D73DE75,TRU-010,Matched
REM-001834,LN-000141,2026-01-19,53729.05,Perez-Ibarra,WIRE-726D07602F3D,TRU-007,In-Review
REM-001835,LN-000470,2025-06-09,48179.52,Baker-Fox,WIRE-397EE5378762,TRU-003,Matched
REM-001836,LN-000787,2025-12-12,29377.89,"Copeland, Lyons and Jackson",WIRE-872134746EA1,TRU-003,Unmatched
REM-001837,LN-001826,2025-06-05,26749.96,Williams LLC,WIRE-9A839738A6A0,TRU-003,Matched
REM-001838,LN-001358,2025-05-17,21375.19,"Fisher, Jacobs and Woods",WIRE-D785569810E6,TRU-004,Matched
REM-001839,LN-001917,2025-10-31,44366.69,Mcneil Ltd,WIRE-80AF2ED08F34,TRU-006,Matched
REM-001840,LN-000964,2025-05-08,19770.13,"Day, Khan and Aguilar",WIRE-C42F1DBF5942,TRU-005,Matched
REM-001841,LN-000373,2025-07-05,5174.93,Garcia-Moore,WIRE-6415B65DAE2F,TRU-008,Matched
REM-001842,LN-001693,2025-09-16,20233.82,Cuevas PLC,WIRE-A376FEB26D83,TRU-005,Matched
REM-001843,LN-001180,2025-04-07,27292.7,Anderson-Vazquez,WIRE-C724D5C20898,TRU-005,Matched
REM-001844,LN-002339,2025-09-08,8387.53,Dalton Inc,WIRE-7D3C4EB3AD0E,TRU-010,Matched
REM-001845,LN-001672,2025-03-19,43959.73,Murphy-Lam,WIRE-2A102FB3F508,TRU-002,Matched
REM-001846,LN-000106,2025-08-03,12839.97,"Bailey, Mitchell and Mckinney",WIRE-14B12B024732,TRU-005,Matched
REM-001847,LN-001444,2026-01-01,22465.64,Wood-Kennedy,WIRE-1F58B75440C7,TRU-007,Unmatched
REM-001848,LN-001682,2025-11-26,48792.7,"Anderson, Strickland and Johnson",WIRE-065B1995AF8D,TRU-002,Unmatched
REM-001849,LN-000002,2025-05-15,47560.36,Williams LLC,WIRE-D462B88129F6,TRU-006,Matched
REM-001850,LN-002138,2025-10-23,36709.08,"Reynolds, Torres and Hickman",WIRE-2EF0161108FE,TRU-007,Matched
REM-001851,LN-000350,2025-12-12,31480.07,Cummings and Sons,WIRE-2F0EFC79DAAC,TRU-005,Unmatched
REM-001852,LN-001287,2025-09-19,4849.39,"Brown, Johnson and Merritt",WIRE-B284EF3B37B5,TRU-009,Matched
REM-001853,LN-001063,2025-06-06,44776.49,Rodriguez-Maxwell,WIRE-51D4533A3AC5,TRU-004,Matched
REM-001854,LN-002207,2026-03-02,14361.85,Gross Group,WIRE-27DF68180C29,TRU-010,Matched
REM-001855,LN-002360,2025-04-12,7535.79,Garrison-Lin,WIRE-495EB8586F3B,TRU-001,Matched
REM-001856,LN-000445,2025-08-19,40733.58,"Mann, Myers and Rivera",WIRE-468DA720EEEF,TRU-008,Matched
REM-001857,LN-002346,2025-05-23,33594.35,Burton-Franco,WIRE-C2D5DEC560DE,TRU-008,Matched
REM-001858,LN-000952,2025-12-10,33419.32,Peters Group,WIRE-61B2009D1E47,TRU-007,Matched
REM-001859,LN-000036,2025-09-05,40515.67,Livingston PLC,WIRE-9EE392D5E5DC,TRU-008,Matched
REM-001860,LN-001108,2026-03-13,38032.8,Blackburn LLC,WIRE-6EE0FFFDCA90,TRU-002,Matched
REM-001861,LN-001476,2025-10-18,33545.87,"Ward, Evans and Green",WIRE-14B5358C3F56,TRU-003,Matched
REM-001862,LN-001799,2025-12-28,4027.21,Sanders-Walker,WIRE-4258F71420CB,TRU-009,Matched
REM-001863,LN-001846,2025-07-24,12414.29,Walker PLC,WIRE-D062585158B8,TRU-001,Matched
REM-001864,LN-001409,2025-11-20,29475.04,"Watson, Dyer and Phillips",WIRE-92CF3BE6B945,TRU-008,In-Review
REM-001865,LN-001196,2025-11-15,45847.79,Lee Group,WIRE-ADBC16FBA55B,TRU-008,Matched
REM-001866,LN-001400,2026-02-26,35485.47,Cantu Ltd,WIRE-E6C39806EBB9,TRU-007,Matched
REM-001867,LN-001709,2025-08-14,25981.84,Johnson and Sons,WIRE-8092BB640E6A,TRU-005,Matched
REM-001868,LN-001386,2025-05-18,16596.91,Collins LLC,WIRE-72C35CBB30C4,TRU-004,Matched
REM-001869,LN-002189,2025-05-18,39528.14,Baker and Sons,WIRE-8903CB4FA1D0,TRU-010,Matched
REM-001870,LN-001301,2025-11-29,2063.51,"Rodriguez, Turner and Alvarado",WIRE-8481A01881DB,TRU-010,Matched
REM-001871,LN-001244,2025-06-19,25741.28,"Riley, Gordon and Steele",WIRE-0DD017A75979,TRU-010,Unmatched
REM-001872,LN-000521,2025-03-16,29909.47,"Foster, Underwood and Guerra",WIRE-A6C4C3EC6244,TRU-010,Matched
REM-001873,LN-001807,2025-11-18,33237.85,Arnold Ltd,WIRE-50AF51394184,TRU-006,Unmatched
REM-001874,LN-000010,2025-12-21,35549.59,Page-Prince,WIRE-9E36A956AE4C,TRU-001,Matched
REM-001875,LN-000984,2025-04-04,4219.32,"Dalton, James and Aguilar",WIRE-0B52CB13EBD7,TRU-005,In-Review
REM-001876,LN-002426,2025-10-06,45054.12,Hernandez Ltd,WIRE-E350BD049185,TRU-004,Unmatched
REM-001877,LN-001657,2025-10-26,27913.21,Lucas Group,WIRE-3B797D2F235C,TRU-004,In-Review
REM-001878,LN-001661,2026-03-02,30229.42,Small-Brown,WIRE-4C1EADFD01DB,TRU-007,Matched
REM-001879,LN-002200,2025-05-20,19329.83,Lopez-Johnson,WIRE-97625F26EF78,TRU-009,Matched
REM-001880,LN-000720,2025-09-25,36677.94,Skinner Inc,WIRE-47C11217CEBC,TRU-008,Unmatched
REM-001881,LN-001073,2025-11-05,2583.61,Perez LLC,WIRE-337FF12BC138,TRU-008,Unmatched
REM-001882,LN-000859,2025-05-06,28459.64,Martin PLC,WIRE-6A59595AE4C4,TRU-005,In-Review
REM-001883,LN-001317,2026-02-04,26556.93,"Blackburn, Henderson and Morgan",WIRE-68FA8648B30F,TRU-006,Matched
